season,week,celebrity,borda_judge,borda_fan,condorcet_score,distortion,final_score,judge_weight
2,7,Drew Lachey,2.5,3.0,2.5,0.05,100.0,0.5
2,7,Lisa Rinna,1.0,1.0,3.0,0.08506510255807935,36.45130109312545,0.5
2,7,Jerry Rice,0.0,0.0,3.0,0.0,0.0,0.5
2,8,Drew Lachey,2.0,2.0,2.0,0.5999908811605564,100.0,0.5
2,8,Stacy Keibler,1.0,1.0,2.0,0.5142803573596416,29.910960791362605,0.5
2,8,Jerry Rice,0.0,0.0,2.0,0.0,0.0,0.5
3,1,Mario Lopez,10.0,10.0,10.0,0.0,100.0,0.75
3,1,Emmitt Smith,9.0,9.0,10.0,0.07378698399758744,86.75337270410616,0.75
3,1,Vivica A. Fox,7.5,7.0,10.0,0.11392693660781048,68.73721478925634,0.75
3,1,Willa Ford,7.5,8.0,9.5,0.1477592702908425,66.74859210720292,0.75
3,1,Joey Lawrence,6.0,6.0,10.0,0.007384859169813306,59.67506619652821,0.75
3,1,Monique Coleman,5.0,5.0,10.0,0.12663233541082616,44.42817724192365,0.75
3,1,Shanna Moakler,4.0,4.0,10.0,0.2010670148549205,31.153051346383496,0.75
3,1,Harry Hamlin,3.0,3.0,10.0,0.21044503751963642,20.74041834913599,0.75
3,1,Jerry Springer,2.0,1.0,9.5,0.20746146493993559,5.371695542642838,0.75
3,1,Sara Evans,1.0,2.0,9.5,0.16408454464754144,2.2802800355081754,0.75
3,1,Tucker Carlson,0.0,0.0,10.0,0.0,0.0,0.75
3,2,Joey Lawrence,9.0,9.0,9.0,0.0,100.0,0.75
3,2,Monique Coleman,8.0,8.0,9.0,0.1736862267006131,81.1695010355283,0.75
3,2,Vivica A. Fox,6.5,6.0,9.0,0.2763126279975334,58.55277208899851,0.75
3,2,Emmitt Smith,6.5,7.0,8.5,0.2985110295414603,57.01062090926843,0.75
3,2,Willa Ford,5.0,5.0,9.0,0.25453579458102693,44.24285357417657,0.75
3,2,Shanna Moakler,4.0,3.0,8.5,0.10735200811085761,33.56213297285078,0.75
3,2,Harry Hamlin,2.0,1.0,9.0,0.1362010338287667,13.391065163165925,0.75
3,2,Mario Lopez,2.0,4.0,7.5,0.25709984407753006,6.35111804099867,0.75
3,2,Sara Evans,2.0,2.0,8.5,0.0664878889219719,15.933871603467914,0.75
3,2,Jerry Springer,0.0,0.0,9.0,0.0,0.0,0.75
3,3,Vivica A. Fox,7.5,7.0,8.0,0.02273994850293991,100.0,0.75
3,3,Monique Coleman,7.5,8.0,7.5,0.022222222222222223,99.38401432305744,0.75
3,3,Sara Evans,6.0,6.0,8.0,0.12558769108260873,77.66648628459488,0.75
3,3,Harry Hamlin,3.5,2.0,8.0,0.1036547749093503,41.886303386891015,0.75
3,3,Joey Lawrence,3.5,4.0,7.0,0.3353214218092182,29.93416023769586,0.75
3,3,Mario Lopez,3.5,5.0,6.5,0.3928700244623759,26.643162074251705,0.75
3,3,Willa Ford,3.5,3.0,7.5,0.33137309153160704,30.755889196128727,0.75
3,3,Jerry Springer,1.0,0.0,7.5,0.19444444444444478,3.4725370978711307,0.75
3,3,Emmitt Smith,0.0,1.0,7.5,0.13093370140629607,0.0,0.75
3,4,Mario Lopez,7.0,7.0,7.0,0.0,100.0,0.6
3,4,Willa Ford,6.0,6.0,7.0,0.06602650070884121,83.37669530281391,0.6
3,4,Joey Lawrence,5.0,5.0,7.0,0.13100110027910458,66.79958571509879,0.6
3,4,Vivica A. Fox,3.0,2.0,7.0,0.3500460506928026,24.243174352008666,0.6
3,4,Monique Coleman,3.0,4.0,6.0,0.36317676199197246,26.411267542896002,0.6
3,4,Emmitt Smith,3.0,3.0,6.5,0.30977191311149155,27.384216075616116,0.6
3,4,Jerry Springer,1.0,0.0,6.5,0.1833333333333333,0.0,0.6
3,4,Sara Evans,0.0,1.0,6.5,0.10716302477420928,0.6003429193393836,0.6
3,5,Monique Coleman,4.5,5.0,5.0,0.028622646979069213,100.0,0.6
3,5,Mario Lopez,4.5,6.0,4.5,0.08571428571428572,98.80764186852043,0.6
3,5,Emmitt Smith,4.5,3.0,6.0,0.08579281020655864,92.82718740645757,0.6
3,5,Willa Ford,4.5,4.0,5.5,0.02863226883345379,98.00743844965176,0.6
3,5,Joey Lawrence,2.0,2.0,6.0,0.3881012694913723,38.11694759589696,0.6
3,5,Sara Evans,0.5,1.0,5.5,0.5000575162018857,0.0,0.6
3,5,Jerry Springer,0.5,0.0,6.0,0.02857142857142857,24.305911539913243,0.6
3,6,Mario Lopez,4.0,4.0,4.0,0.0,100.0,0.6
3,6,Emmitt Smith,3.0,3.0,4.0,0.17995739321096466,66.00213033945178,0.6
3,6,Joey Lawrence,2.0,2.0,4.0,0.23978444088679907,38.01077795566006,0.6
3,6,Monique Coleman,1.0,1.0,4.0,0.29933942887902504,10.033028556048752,0.6
3,6,Jerry Springer,0.0,0.0,4.0,0.0,0.0,0.6
3,7,Joey Lawrence,3.5,3.0,4.0,0.0400038964411981,94.06505065630874,0.5
3,7,Emmitt Smith,3.5,4.0,3.5,0.04000000000000001,100.0,0.5
3,7,Mario Lopez,2.0,2.0,4.0,0.054504516604163465,56.11249159619209,0.5
3,7,Monique Coleman,1.0,1.0,4.0,0.1632968875928282,19.982380558289126,0.5
3,7,Jerry Springer,0.0,0.0,4.0,0.0,0.0,0.5
3,8,Mario Lopez,3.0,3.0,3.0,0.5711012894061923,100.0,0.5
3,8,Joey Lawrence,1.5,1.0,3.0,0.1762799040419739,46.39701619786994,0.5
3,8,Emmitt Smith,1.5,2.0,2.5,0.17518746255707385,56.067433114493504,0.5
3,8,Monique Coleman,0.0,0.0,3.0,0.0,0.0,0.5
3,9,Joey Lawrence,1.0,0.0,2.0,0.13333333333333333,0.0,0.5
3,9,Mario Lopez,1.0,2.0,1.0,0.1333333882065593,100.0,0.5
3,9,Emmitt Smith,1.0,1.0,1.5,2.9086493213981157e-08,90.00000608982403,0.5
3,10,Mario Lopez,0.5,0.5,1.0,0.0,50.0,0.5
3,10,Emmitt Smith,0.5,0.5,1.0,0.0,50.0,0.5
4,1,Joey Fatone,10.0,10.0,10.0,0.0,100.0,0.75
4,1,Laila Ali,9.0,9.0,10.0,0.04755129431873262,87.90774304997576,0.75
4,1,Ian Ziering,7.5,7.0,10.0,0.1034653552134908,69.19752437060642,0.75
4,1,Apolo Anton Ohno,7.5,8.0,9.5,0.1364979704604664,67.24408929973947,0.75
4,1,Shandi Finnessey,5.5,6.0,9.5,0.03621729114984984,51.65643918940659,0.75
4,1,Paulina Porizkova,5.5,5.0,10.0,0.10773897770712809,49.00948498088637,0.75
4,1,Heather Mills,4.0,4.0,10.0,0.2222714462036518,30.220056367039327,0.75
4,1,John Ratzenberger,3.0,2.0,9.5,0.25204092968406117,13.410199093901303,0.75
4,1,Clyde Drexler,2.0,3.0,9.5,0.19748435144922488,10.810688536234103,0.75
4,1,Leeza Gibbons,1.0,1.0,10.0,0.10879325216648747,5.213096904674552,0.75
4,1,Billy Ray Cyrus,0.0,0.0,10.0,0.0,0.0,0.75
4,2,Laila Ali,10.0,10.0,10.0,0.0,100.0,0.75
4,2,Apolo Anton Ohno,9.0,9.0,10.0,0.06509189334693866,87.13595669273471,0.75
4,2,Heather Mills,7.5,7.0,10.0,0.17334032859613907,66.12302554176988,0.75
4,2,Joey Fatone,7.5,8.0,9.5,0.20623038095688878,64.17586323789689,0.75
4,2,Ian Ziering,6.0,6.0,10.0,0.13181665203777485,54.20006731033791,0.75
4,2,John Ratzenberger,3.5,2.0,10.0,0.22157556384926497,21.500675190632332,0.75
4,2,Paulina Porizkova,3.5,5.0,8.5,0.05723350160125149,27.23172592954493,0.75
4,2,Billy Ray Cyrus,3.5,4.0,9.0,0.15672984014222538,23.35388703374207,0.75
4,2,Leeza Gibbons,3.5,3.0,9.5,0.1653988417248464,23.47245096410676,0.75
4,2,Shandi Finnessey,1.0,1.0,10.0,0.11298883547163624,5.028491239248005,0.75
4,2,Clyde Drexler,0.0,0.0,10.0,0.0,0.0,0.75
4,3,Ian Ziering,7.5,7.0,8.5,0.023862153309915354,100.0,0.75
4,3,Heather Mills,7.5,8.0,8.0,0.023766083621170615,99.30598346329714,0.75
4,3,Joey Fatone,7.5,9.0,7.5,0.06,96.57925548139991,0.75
4,3,Leeza Gibbons,7.5,6.0,9.0,0.0803795636040334,97.53716685918224,0.75
4,3,Apolo Anton Ohno,5.0,5.0,9.0,0.05419483341347615,69.27808763459257,0.75
4,3,Laila Ali,3.0,4.0,8.0,0.16016752586448849,30.477360426688527,0.75
4,3,Shandi Finnessey,3.0,3.0,8.5,0.07387946546684691,36.004684897590614,0.75
4,3,Billy Ray Cyrus,3.0,2.0,9.0,0.256243165273911,26.500583077164862,0.75
4,3,John Ratzenberger,1.0,1.0,9.0,0.2923794092435755,0.0,0.75
4,3,Clyde Drexler,0.0,0.0,9.0,0.0,2.371184785200847,0.75
4,4,Joey Fatone,8.0,8.0,8.0,0.0,100.0,0.6
4,4,Apolo Anton Ohno,7.0,7.0,8.0,0.09167696415565264,83.37453661299564,0.6
4,4,Ian Ziering,6.0,6.0,8.0,0.17589060056716613,67.08492297447754,0.6
4,4,Heather Mills,5.0,5.0,8.0,0.20901609840196525,53.09427557191157,0.6
4,4,Laila Ali,3.5,4.0,7.5,0.3068592849620698,28.69133217670685,0.6
4,4,Billy Ray Cyrus,3.5,3.0,8.0,0.11356086904837658,36.13976089282305,0.6
4,4,John Ratzenberger,1.5,1.0,8.0,0.06187110217097311,13.465800402306204,0.6
4,4,Leeza Gibbons,1.5,2.0,7.5,0.02569085370772531,16.34391158315237,0.6
4,4,Clyde Drexler,0.0,0.0,8.0,0.0,0.0,0.6
4,5,Apolo Anton Ohno,7.0,7.0,7.0,0.0,100.0,0.6
4,5,Laila Ali,6.0,6.0,7.0,0.0704742081628973,82.49260762683897,0.6
4,5,Joey Fatone,5.0,5.0,7.0,0.175678871176718,63.39753731763574,0.6
4,5,Ian Ziering,4.0,4.0,7.0,0.20547071500208655,47.749910171333184,0.6
4,5,Heather Mills,3.0,3.0,7.0,0.2800044819725624,30.056937966968576,0.6
4,5,John Ratzenberger,2.0,1.0,6.5,0.14644674411473024,11.876720269040904,0.6
4,5,Billy Ray Cyrus,1.0,2.0,6.5,0.051271363324084857,13.370451962327541,0.6
4,5,Clyde Drexler,0.0,0.0,7.0,0.0,0.0,0.6
4,6,Laila Ali,5.5,5.0,6.0,0.028581067132783824,98.11979345917676,0.6
4,6,Apolo Anton Ohno,5.5,6.0,5.5,0.02857142857142857,100.0,0.6
4,6,Joey Fatone,4.0,4.0,6.0,0.06645928894603449,71.69011261186284,0.6
4,6,Ian Ziering,3.0,3.0,6.0,0.2585836382890682,42.78131227050017,0.6
4,6,Heather Mills,2.0,2.0,6.0,0.31084392801422694,21.233778224815115,0.6
4,6,Billy Ray Cyrus,1.0,1.0,6.0,0.22838573055777872,6.776690872898864,0.6
4,6,John Ratzenberger,0.0,0.0,6.0,0.0,0.0,0.6
4,7,Laila Ali,4.5,4.0,5.0,0.03333525976678596,95.42323516154951,0.5
4,7,Joey Fatone,4.5,5.0,4.5,0.03333333333333333,100.0,0.5
4,7,Ian Ziering,2.5,2.0,5.0,0.17534148822035886,41.85767570414505,0.5
4,7,Apolo Anton Ohno,2.5,3.0,4.5,0.17594627250836237,46.40112004530732,0.5
4,7,John Ratzenberger,1.0,1.0,5.0,0.052583370518656344,19.99542129874656,0.5
4,7,Billy Ray Cyrus,0.0,0.0,5.0,0.0,0.0,0.5
4,8,Apolo Anton Ohno,4.0,4.0,4.0,0.0,100.0,0.5
4,8,Joey Fatone,3.0,3.0,4.0,0.08997542466517834,70.5012287667411,0.5
4,8,Laila Ali,2.0,2.0,4.0,0.14987838469444403,42.50608076527781,0.5
4,8,Ian Ziering,1.0,1.0,4.0,0.3234355049709155,8.828224751454227,0.5
4,8,Billy Ray Cyrus,0.0,0.0,4.0,0.0,0.0,0.5
4,9,Laila Ali,2.5,2.0,3.0,0.6374330344530904,86.01400149427229,0.5
4,9,Joey Fatone,2.5,3.0,2.5,0.6374223066120749,99.99999999999999,0.5
4,9,Apolo Anton Ohno,1.0,1.0,3.0,0.2883086831351862,37.66848122467922,0.5
4,9,Ian Ziering,0.0,0.0,3.0,0.0,0.0,0.5
4,10,Apolo Anton Ohno,2.0,2.0,2.0,0.5999967853742078,100.0,0.5
4,10,Joey Fatone,1.0,0.0,1.5,0.333313333333331,0.0,0.5
4,10,Laila Ali,0.0,1.0,1.5,0.1333343427709868,16.214733426975158,0.5
5,1,Sabrina Bryan,11.0,11.0,11.0,0.0,100.0,0.75
5,1,Helio Castroneves,10.0,10.0,11.0,0.05297607724325093,88.59740753847632,0.75
5,1,Jane Seymour,8.5,8.0,11.0,0.023384857009646355,75.11593351230633,0.75
5,1,Mel B,8.5,9.0,10.5,0.10975309655393523,70.89259215037374,0.75
5,1,Cameron Mathison,5.0,5.0,10.0,0.01919925907052381,39.16221414964988,0.75
5,1,Jennie Garth,5.0,6.0,9.5,0.034468993724332826,38.04135300112001,0.75
5,1,Albert Reed,5.0,7.0,9.0,0.09539128863846572,34.928380132139665,0.75
5,1,Marie Osmond,5.0,4.0,10.5,0.128493842721878,34.84754140849987,0.75
5,1,Mark Cuban,5.0,3.0,11.0,0.18175082610679094,32.97814576988548,0.75
5,1,Wayne Newton,2.0,1.0,10.5,0.21319494806332498,3.8787659026912844,0.75
5,1,Floyd Mayweather Jr. ,1.0,2.0,10.5,0.15277171674104956,1.9699614512996577,0.75
5,1,Josie Maran,0.0,0.0,11.0,0.0,0.0,0.75
5,2,Helio Castroneves,10.0,10.0,10.0,0.0,100.0,0.75
5,2,Sabrina Bryan,9.0,9.0,10.0,0.04752661426917979,87.90882897215609,0.75
5,2,Marie Osmond,8.0,7.0,9.5,0.14736200385245124,68.01607183049214,0.75
5,2,Mel B,7.0,8.0,9.5,0.19946215058953246,60.723665374060566,0.75
5,2,Cameron Mathison,4.0,4.0,9.0,0.036871571254388,32.37765086480691,0.75
5,2,Jane Seymour,4.0,2.0,10.0,0.18294111780094285,26.950590816758506,0.75
5,2,Jennie Garth,4.0,5.0,8.5,0.09086352879591689,29.50200473297965,0.75
5,2,Floyd Mayweather Jr. ,4.0,3.0,9.5,0.13077248212568582,28.74601078646982,0.75
5,2,Albert Reed,4.0,6.0,8.0,0.15551327718299646,26.15741580394816,0.75
5,2,Mark Cuban,1.0,1.0,10.0,0.1458913482439623,3.5807806772656563,0.75
5,2,Wayne Newton,0.0,0.0,10.0,0.0,0.0,0.75
5,3,Jane Seymour,8.0,7.0,9.0,0.04947919487475549,98.08267336520441,0.75
5,3,Sabrina Bryan,8.0,8.0,8.5,7.203836571374466e-05,100.0,0.75
5,3,Mel B,8.0,9.0,8.0,0.04000000000000001,97.27636760028285,0.75
5,3,Jennie Garth,5.5,6.0,8.5,0.06448574032556326,65.80839828410716,0.75
5,3,Marie Osmond,5.5,5.0,9.0,0.062160422425949706,66.5785734904056,0.75
5,3,Helio Castroneves,4.0,4.0,9.0,0.14062459738582772,44.64454876973953,0.75
5,3,Cameron Mathison,3.0,3.0,9.0,0.040896524449649405,36.837922752616315,0.75
5,3,Floyd Mayweather Jr. ,2.0,2.0,9.0,0.13546334595682047,18.93767773697275,0.75
5,3,Mark Cuban,1.0,1.0,9.0,0.1221839179077882,6.640044959588747,0.75
5,3,Wayne Newton,0.0,0.0,9.0,0.0,0.0,0.75
5,4,Sabrina Bryan,8.0,8.0,8.0,0.0,100.0,0.6
5,4,Cameron Mathison,6.0,5.0,8.0,0.2641642765139014,58.11260755687443,0.6
5,4,Jennie Garth,6.0,6.0,7.5,0.22124605063476657,61.2939277214355,0.6
5,4,Helio Castroneves,6.0,7.0,7.0,0.2677353070924693,60.45191118083891,0.6
5,4,Jane Seymour,3.0,2.0,8.0,0.2581402204353353,20.883690080409913,0.6
5,4,Mel B,3.0,4.0,7.0,0.3313023853946023,20.091392657242903,0.6
5,4,Marie Osmond,3.0,3.0,7.5,0.26458444523301106,21.843699964514506,0.6
5,4,Floyd Mayweather Jr. ,1.0,1.0,8.0,0.03983453242970692,10.707446040663193,0.6
5,4,Mark Cuban,0.0,0.0,8.0,0.0,0.0,0.6
5,5,Mel B,7.0,7.0,7.0,0.0,100.0,0.6
5,5,Sabrina Bryan,6.0,6.0,7.0,0.07472482863426626,83.56607361177252,0.6
5,5,Cameron Mathison,4.5,5.0,6.5,0.2445430645028209,55.13880663981644,0.6
5,5,Jane Seymour,4.5,4.0,7.0,0.23448406596271795,54.23945481025262,0.6
5,5,Jennie Garth,3.0,3.0,7.0,0.2801878869912279,35.05841248955001,0.6
5,5,Helio Castroneves,2.0,2.0,7.0,0.4051332993254195,16.49311095523677,0.6
5,5,Marie Osmond,0.5,1.0,6.5,0.2937526658976417,0.0,0.6
5,5,Mark Cuban,0.5,0.0,7.0,0.025,10.079677334058841,0.6
5,6,Mel B,6.0,6.0,6.0,0.0,100.0,0.6
5,6,Helio Castroneves,5.0,5.0,6.0,0.14971014145465622,76.62565517246634,0.6
5,6,Jennie Garth,4.0,4.0,6.0,0.2228569915908343,56.7821502084848,0.6
5,6,Cameron Mathison,2.5,2.0,6.0,0.38785406503153413,21.173669953838218,0.6
5,6,Sabrina Bryan,2.5,3.0,5.5,0.39696961620047777,22.400313566402847,0.6
5,6,Marie Osmond,1.0,1.0,6.0,0.3827015665258558,0.0,0.6
5,6,Jane Seymour,0.0,0.0,6.0,0.0,1.1786811720913466,0.6
5,7,Mel B,5.0,5.0,5.0,0.0,100.0,0.5
5,7,Jennie Garth,4.0,4.0,5.0,0.14811702035916274,72.89038302276019,0.5
5,7,Helio Castroneves,2.5,3.0,4.5,0.329361635143401,33.19064151311674,0.5
5,7,Marie Osmond,2.5,2.0,5.0,0.3207754127031216,29.602780190250165,0.5
5,7,Cameron Mathison,1.0,1.0,5.0,0.39310379510841137,1.1310178347962463,0.5
5,7,Jane Seymour,0.0,0.0,5.0,0.0,0.0,0.5
5,8,Helio Castroneves,4.0,4.0,4.0,0.0,100.0,0.5
5,8,Mel B,3.0,3.0,4.0,0.07412399360969231,71.29380031951538,0.5
5,8,Cameron Mathison,2.0,2.0,4.0,0.34491214940472226,32.7543925297639,0.5
5,8,Jennie Garth,1.0,1.0,4.0,0.3317804639375747,8.410976803121262,0.5
5,8,Marie Osmond,0.0,0.0,4.0,0.0,0.0,0.5
5,9,Helio Castroneves,2.5,2.0,3.0,0.6155621982441289,86.3477592555736,0.5
5,9,Mel B,2.5,3.0,2.5,0.6155484131000094,99.99999999999999,0.5
5,9,Jennie Garth,1.0,1.0,3.0,0.26991880914208777,38.77695484399032,0.5
5,9,Marie Osmond,0.0,0.0,3.0,0.0,0.0,0.5
5,10,Mel B,2.0,2.0,2.0,0.5954825381837509,100.0,0.5
5,10,Helio Castroneves,1.0,1.0,2.0,0.5579856833622466,25.704978504587533,0.5
5,10,Marie Osmond,0.0,0.0,2.0,0.0,0.0,0.5
6,1,Kristi Yamaguchi,11.0,11.0,11.0,0.0,99.99999999999999,0.75
6,1,Priscilla Presley,9.5,7.0,10.0,0.1302285035954005,69.44883353532504,0.75
6,1,Mario,9.5,10.0,10.5,0.15437176302027542,77.96745959412635,0.75
6,1,Marlee Matlin,7.5,8.0,10.5,0.09174634510765096,62.46982061916765,0.75
6,1,Jason Taylor,7.5,9.0,10.0,0.18098184826923797,58.10769231772092,0.75
6,1,Cristian de la Fuente,5.5,5.5,11.0,0.08322177571084366,46.19990628965468,0.75
6,1,Shannon Elizabeth,5.5,5.5,11.0,0.08322177571084366,46.19990628965468,0.75
6,1,Steve Guttenberg,3.5,3.0,11.0,0.16092409163007254,23.419689608058246,0.75
6,1,Marissa Jaret Winokur,3.5,4.0,10.5,0.15048823892016774,23.420529449100812,0.75
6,1,Penn Jillette,2.0,1.0,10.5,0.08324212915076945,9.265090469734027,0.75
6,1,Monica Seles,0.5,2.0,10.0,0.05011007108797084,0.0,0.75
6,1,Adam Carolla,0.5,0.0,11.0,0.016666666666666666,2.3758849835157116,0.75
6,2,Jason Taylor,10.5,10.0,11.0,0.016834079170649465,100.0,0.75
6,2,Kristi Yamaguchi,10.5,11.0,10.5,0.016666666666666666,99.52209557721872,0.75
6,2,Mario,9.0,9.0,11.0,0.04253504612088672,85.44456915109144,0.75
6,2,Marlee Matlin,7.5,7.0,11.0,0.08572923793589685,67.64490761407704,0.75
6,2,Shannon Elizabeth,7.5,8.0,10.5,0.09740319745754698,66.61486115510229,0.75
6,2,Priscilla Presley,5.5,4.0,10.5,0.30674919369253884,32.56790266570453,0.75
6,2,Marissa Jaret Winokur,5.5,6.0,10.5,0.13640848675605838,45.36769139654315,0.75
6,2,Cristian de la Fuente,4.0,5.0,10.5,0.15713952118003874,31.043999628110363,0.75
6,2,Adam Carolla,3.0,3.0,11.0,0.19584104839718233,20.0109157009591,0.75
6,2,Penn Jillette,2.0,2.0,11.0,0.09968604427583168,14.780240490872941,0.75
6,2,Steve Guttenberg,1.0,1.0,11.0,0.04974293666122174,7.394787052524,0.75
6,2,Monica Seles,0.0,0.0,11.0,0.0,0.0,0.75
6,3,Kristi Yamaguchi,9.0,9.0,9.0,0.0,100.0,0.75
6,3,Priscilla Presley,8.0,5.0,7.5,0.14668545314408687,64.03620208248503,0.75
6,3,Cristian de la Fuente,7.0,8.0,8.5,0.179818675262973,69.23028109942341,0.75
6,3,Shannon Elizabeth,6.0,7.0,8.5,0.23062659934537416,55.86104002909448,0.75
6,3,Jason Taylor,5.0,6.0,8.5,0.2966711676939253,41.81461476915888,0.75
