season,week,celebrity_name,week_total_score,is_eliminated,elimination_prob,predicted_fan_vote_score
34,week5,Andy Richter,24.0,0,0.5255446019992728,47.44553980007272
34,week6,Andy Richter,27.0,0,0.6067797632430578,39.32202367569422
34,week7,Andy Richter,29.0,0,0.5593114172645743,44.06885827354257
34,week8,Andy Richter,34.0,0,0.5516452332682426,44.83547667317575
34,week9,Andy Richter,29.0,0,0.31004102336371847,68.99589766362814
33,week1,Anna Delvey,18.0,0,0.38521134589133493,61.47886541086651
33,week2,Anna Delvey,17.0,1,0.6084727509257274,39.15272490742726
29,week1,Anne Heche,18.0,1,0.9251211389827777,7.48788610172223
29,week2,Anne Heche,18.0,0,0.4505094073294496,54.94905926705505
29,week3,Anne Heche,15.0,0,0.7995463156781252,20.045368432187484
29,week4,Anne Heche,21.0,1,0.5721285372991577,42.78714627008423
22,week1,Antonio Brown,21.0,1,0.8427855215943089,15.721447840569114
22,week2,Antonio Brown,19.0,0,0.06767568584848936,93.23243141515107
22,week3,Antonio Brown,20.0,0,0.11002287299917453,88.99771270008254
22,week4,Antonio Brown,35.0,0,0.030550921121147594,96.94490788788525
22,week5,Antonio Brown,26.0,0,0.45965465549757406,54.0345344502426
22,week6,Antonio Brown,27.0,0,0.05131184907446582,94.86881509255342
22,week7,Antonio Brown,26.0,0,0.5858768478218235,41.41231521781765
22,week8,Antonio Brown,27.0,0,0.5360345040799217,46.39654959200783
22,week9,Antonio Brown,27.5,0,0.07051259143382275,92.94874085661773
19,week1,Antonio Sabato Jr.,25.0,1,0.9590959810501145,4.090401894988549
19,week2,Antonio Sabato Jr.,31.0,0,0.24224428447749802,75.7755715522502
19,week3,Antonio Sabato Jr.,29.0,0,0.1303519281592966,86.96480718407034
19,week4,Antonio Sabato Jr.,29.0,0,0.30876646647377093,69.12335335262291
19,week5,Antonio Sabato Jr.,28.0,0,0.1834145274276791,81.6585472572321
19,week6,Antonio Sabato Jr.,28.0,0,0.46527845006934504,53.4721549930655
19,week7,Antonio Sabato Jr.,29.5,1,0.6329238776280706,36.70761223719295
4,week1,Apolo Anton Ohno,21.0,0,0.5285906903694209,47.14093096305791
4,week10,Apolo Anton Ohno,29.3332,0,0.02146472787232548,97.85352721276746
4,week2,Apolo Anton Ohno,26.0,0,0.004506842459012047,99.5493157540988
4,week3,Apolo Anton Ohno,23.0,0,0.03926270842405342,96.07372915759466
4,week4,Apolo Anton Ohno,26.0,0,0.012448723643807207,98.75512763561927
4,week5,Apolo Anton Ohno,30.0,0,0.019864927387038867,98.01350726129611
4,week6,Apolo Anton Ohno,28.0,0,0.012729667439725822,98.72703325602743
4,week7,Apolo Anton Ohno,27.0,0,0.03148309589063674,96.85169041093633
4,week8,Apolo Anton Ohno,29.0,0,0.015202837453554788,98.47971625464453
4,week9,Apolo Anton Ohno,29.5,0,0.025974563538743993,97.40254364612561
15,week1,Apolo Anton Ohno,22.0,1,0.8165085111321835,18.349148886781652
15,week2,Apolo Anton Ohno,24.5,0,0.05740301122220674,94.25969887777933
15,week3,Apolo Anton Ohno,25.5,0,0.1685460477974018,83.14539522025981
15,week4,Apolo Anton Ohno,34.5,0,0.15823407746616025,84.17659225338397
15,week5,Apolo Anton Ohno,28.25,0,0.09906846707747617,90.09315329225238
15,week6,Apolo Anton Ohno,30.0,0,0.25892288436030436,74.10771156396956
15,week7,Apolo Anton Ohno,33.0,0,0.23197297159289143,76.80270284071085
15,week8,Apolo Anton Ohno,29.2777,0,0.197818447966042,80.2181552033958
15,week9,Apolo Anton Ohno,28.611,0,0.025183193680875654,97.48168063191244
32,week1,Ariana Madix,21.0,0,0.5675563287412777,43.24436712587223
32,week10,Ariana Madix,29.0,0,0.11009763233897348,88.99023676610265
32,week11,Ariana Madix,29.5,0,0.0949076812202458,90.50923187797541
32,week2,Ariana Madix,20.0,0,0.23409889672819806,76.5901103271802
32,week3,Ariana Madix,34.0,0,0.023803084421331378,97.61969155786686
32,week4,Ariana Madix,25.0,0,0.020296905156631517,97.97030948433685
32,week5,Ariana Madix,24.0,0,0.04854166858239351,95.14583314176065
32,week6,Ariana Madix,28.5,0,0.14920889516385605,85.0791104836144
32,week7,Ariana Madix,37.0,0,0.06909257930672336,93.09074206932766
32,week8,Ariana Madix,28.5,0,0.11261042725168263,88.73895727483175
32,week9,Ariana Madix,37.0,0,0.08953529613642112,91.0464703863579
26,week1,Arike Ogunbowale,20.0,0,0.41480372523043685,58.519627476956316
26,week2,Arike Ogunbowale,35.0,1,0.43453660838865327,56.546339161134675
9,week1,Ashley Hamiliton,18.9999,1,0.9670477569002096,3.295224309979039
11,week1,Audrina Patridge,19.0,1,0.9558517644381962,4.41482355618038
11,week2,Audrina Patridge,23.0,0,0.030358842795693466,96.96411572043066
11,week3,Audrina Patridge,26.0,0,0.03893742308178254,96.10625769182175
11,week4,Audrina Patridge,23.0,0,0.07863579516817892,92.1364204831821
11,week5,Audrina Patridge,23.0,0,0.07218943000792252,92.78105699920775
11,week6,Audrina Patridge,31.9998,1,0.35202450856449735,64.79754914355027
23,week1,Babyface,26.0,1,0.899813184466499,10.018681553350095
23,week2,Babyface,30.0,0,0.21566438932192183,78.43356106780782
23,week3,Babyface,25.0,0,0.1596078135205197,84.03921864794803
23,week4,Babyface,18.0,1,0.8145832009463733,18.541679905362674
25,week1,Barbara Corcoran,14.0,1,0.9562183931995133,4.378160680048671
25,week2,Barbara Corcoran,17.0,1,0.7962560616601891,20.374393833981085
34,week1,Baron Davis,10.0,1,0.9295867527209042,7.041324727909581
34,week2,Baron Davis,18.0,1,0.654908610472055,34.5091389527945
32,week1,Barry Williams,16.0,1,0.9464750080517931,5.352499194820693
32,week2,Barry Williams,15.0,0,0.4643083738105112,53.56916261894889
32,week3,Barry Williams,25.0,0,0.2760783123827708,72.39216876172291
32,week4,Barry Williams,18.0,0,0.6730129613203727,32.69870386796273
32,week5,Barry Williams,24.0,0,0.17692015006040065,82.30798499395993
32,week6,Barry Williams,32.0,0,0.31858678544573577,68.14132145542642
32,week7,Barry Williams,32.5,0,0.5923945271760921,40.76054728239079
32,week8,Barry Williams,35.0,1,0.4716536371515858,52.834636284841416
8,week1,Belinda Carlisle,17.0,1,0.9815678918040806,1.843210819591945
8,week2,Belinda Carlisle,18.0,1,0.6212685506350182,37.87314493649818
19,week1,Bethany Mota,32.0,0,0.4537891544217691,54.62108455782308
19,week10,Bethany Mota,38.0,0,0.061704372534154485,93.82956274658454
19,week11,Bethany Mota,38.0,0,0.06019616969231381,93.98038303076862
19,week2,Bethany Mota,33.0,0,0.0507423328380616,94.92576671619383
19,week3,Bethany Mota,40.0,0,0.009726631936565665,99.02733680634344
19,week4,Bethany Mota,33.0,0,0.02253238985828798,97.7467610141712
19,week5,Bethany Mota,32.0,0,0.016990096123378613,98.30099038766214
19,week6,Bethany Mota,36.0,0,0.04194712652187855,95.80528734781214
19,week7,Bethany Mota,37.5,0,0.08559196471574232,91.44080352842576
19,week8,Bethany Mota,40.0,0,0.057951313911479924,94.20486860885201
19,week9,Bethany Mota,37.0,0,0.05815523382279983,94.18447661772001
19,week1,Betsey Johnson,20.0,1,0.9750714865533889,2.4928513446611067
19,week2,Betsey Johnson,28.0,0,0.31340143616194127,68.65985638380587
19,week3,Betsey Johnson,29.0,0,0.20859493152240183,79.14050684775982
19,week4,Betsey Johnson,29.0,1,0.5235423704412284,47.64576295587716
17,week1,Bill Engvall,18.0,0,0.9280086597441357,7.199134025586429
17,week10,Bill Engvall,30.0,0,0.6060611537072179,39.39388462927821
17,week11,Bill Engvall,25.4999,0,0.4405880653747451,55.94119346252548
17,week2,Bill Engvall,21.0,0,0.28596117128349496,71.40388287165051
17,week3,Bill Engvall,24.0,0,0.0908844230739843,90.91155769260158
17,week4,Bill Engvall,21.0,0,0.2351173885557868,76.48826114442132
17,week5,Bill Engvall,24.0,0,0.3479884991758827,65.20115008241173
17,week6,Bill Engvall,23.9999,0,0.524096937841331,47.590306215866896
17,week7,Bill Engvall,25.0,0,0.27399750608793183,72.60024939120682
17,week8,Bill Engvall,24.0,0,0.28228765796936384,71.77123420306361
17,week9,Bill Engvall,21.0,0,0.3281446369171423,67.18553630828576
17,week1,Bill Nye,14.0,1,0.9635160265650583,3.6483973434941697
17,week2,Bill Nye,17.0,0,0.585745283824176,41.425471617582396
17,week3,Bill Nye,16.0,1,0.6840397374729027,31.59602625270973
18,week1,Billy Dee Williams,15.0,1,0.9798389963738805,2.01610036261195
18,week2,Billy Dee Williams,15.0,1,0.6980362954016885,30.196370459831144
4,week1,Billy Ray Cyrus,13.0,1,0.9891345063374051,1.0865493662594927
4,week2,Billy Ray Cyrus,21.0,0,0.39684215830879954,60.31578416912004
4,week3,Billy Ray Cyrus,21.0,0,0.3147914128822246,68.52085871177754
4,week4,Billy Ray Cyrus,21.0,0,0.07192482039753462,92.80751796024653
4,week5,Billy Ray Cyrus,17.0,0,0.26809687186330733,73.19031281366927
4,week6,Billy Ray Cyrus,21.0,0,0.34008590782194553,65.99140921780544
4,week7,Billy Ray Cyrus,19.0,0,0.7006695075236018,29.933049247639822
4,week8,Billy Ray Cyrus,19.0,1,0.771268014216524,22.873198578347598
21,week1,Bindi Irwin,24.0,0,0.23928604893172406,76.0713951068276
21,week10,Bindi Irwin,31.5,0,0.04455814340519819,95.54418565948019
21,week11,Bindi Irwin,30.0,0,0.01941695106107576,98.05830489389243
21,week2,Bindi Irwin,24.0,0,0.04096988756414462,95.90301124358554
21,week3,Bindi Irwin,32.0,0,0.018662262031935377,98.13377379680647
21,week4,Bindi Irwin,28.0,0,0.013289483129894846,98.67105168701052
21,week5,Bindi Irwin,37.0,0,0.037058909063693864,96.29410909363061
21,week6,Bindi Irwin,40.0,0,0.032737084114787075,96.72629158852129
21,week7,Bindi Irwin,29.0,0,0.08298816670643556,91.70118332935644
21,week8,Bindi Irwin,28.0,0,0.03724526437843597,96.2754735621564
21,week9,Bindi Irwin,30.0,0,0.007842021201306823,99.21579787986931
27,week1,Bobby Bones,20.0,0,0.29414888163698005,70.58511183630199
27,week2,Bobby Bones,19.5,0,0.389927563851553,61.0072436148447
27,week3,Bobby Bones,23.0,0,0.24215762975018668,75.78423702498134
27,week4,Bobby Bones,20.0,0,0.4361967857004901,56.380321429950996
27,week5,Bobby Bones,21.0,0,0.4493115263592475,55.068847364075246
27,week6,Bobby Bones,22.0,0,0.4568823830176012,54.31176169823988
27,week7,Bobby Bones,26.5,0,0.5702897597560217,42.97102402439783
27,week8,Bobby Bones,22.5,0,0.6244821985776198,37.55178014223802
27,week9,Bobby Bones,27.0,0,0.1432437112136668,85.67562887863332
24,week1,Bonner Bolton,22.0,1,0.9561145185408628,4.388548145913718
24,week2,Bonner Bolton,28.0,0,0.10714937858888841,89.28506214111115
24,week3,Bonner Bolton,24.0,0,0.3150773271647653,68.49226728352346
24,week4,Bonner Bolton,32.0,0,0.19685057562125258,80.31494243787473
24,week5,Bonner Bolton,30.0,0,0.4633527476839705,53.66472523160295
24,week6,Bonner Bolton,31.5,0,0.33178523675519467,66.82147632448053
24,week7,Bonner Bolton,31.0,0,0.5358983205849616,46.41016794150384
24,week8,Bonner Bolton,29.0,1,0.759672408568121,24.0327591431879
11,week1,Brandy,23.0,1,0.49807170269743284,50.19282973025672
11,week2,Brandy,21.0,0,0.09919865910300363,90.08013408969964
11,week3,Brandy,24.0,0,0.01831337137310567,98.16866286268944
11,week4,Brandy,24.0,0,0.03021476226826233,96.97852377317376
11,week5,Brandy,27.0,0,0.024483550919334855,97.55164490806652
11,week6,Brandy,35.9999,0,0.04761224240719826,95.23877575928017
11,week7,Brandy,36.5,0,0.0505155965810694,94.94844034189306
11,week8,Brandy,28.5,0,0.038363960605693144,96.16360393943069
11,week9,Brandy,28.5,0,0.008184591350726213,99.18154086492737
17,week1,Brant Daugherty,22.0,1,0.9375345837218308,6.2465416278169155
17,week2,Brant Daugherty,23.0,0,0.17130832799297044,82.86916720070295
17,week3,Brant Daugherty,27.0,0,0.02400236756832509,97.59976324316749
17,week4,Brant Daugherty,21.0,0,0.24694105180795528,75.30589481920447
17,week5,Brant Daugherty,27.0,0,0.05296729346263742,94.70327065373625
17,week6,Brant Daugherty,31.0,0,0.06671978565432811,93.32802143456719
17,week7,Brant Daugherty,28.5,0,0.10332698655611765,89.66730134438824
17,week8,Brant Daugherty,27.0,1,0.5414119936303742,45.858800636962584
30,week1,Brian Austin Green,24.0,1,0.9162142350449812,8.378576495501877
30,week2,Brian Austin Green,23.0,0,0.5142625751269212,48.57374248730788
30,week3,Brian Austin Green,19.0,0,0.5946112434226485,40.538875657735154
30,week4,Brian Austin Green,26.0,1,0.6024675707190089,39.753242928099105
11,week1,Bristol Palin,18.0,0,0.8657469047497617,13.425309525023831
11,week10,Bristol Palin,25.6666,0,0.1674857691465203,83.25142308534797
11,week2,Bristol Palin,22.0,0,0.031327371852429786,96.86726281475701
11,week3,Bristol Palin,19.0,0,0.2649238061861244,73.50761938138757
11,week4,Bristol Palin,16.0,0,0.2650372975631485,73.49627024368515
11,week5,Bristol Palin,18.0,0,0.4757374783849025,52.42625216150976
11,week6,Bristol Palin,27.9998,0,0.24111753413271014,75.888246586729
11,week7,Bristol Palin,32.5,0,0.3646151120598449,63.538488794015514
11,week8,Bristol Palin,23.5,0,0.18139102873078908,81.86089712692109
11,week9,Bristol Palin,26.5,0,0.0851206317299831,91.48793682700169
15,week1,Bristol Palin,19.5,1,0.9117773110932395,8.822268890676055
15,week2,Bristol Palin,18.0,0,0.44559487712502277,55.440512287497725
15,week3,Bristol Palin,22.5,0,0.4031171791998917,59.68828208001082
15,week4,Bristol Palin,32.0,1,0.5683861534356134,43.16138465643866
7,week1,Brooke Burke,24.5,0,0.4577601638259155,54.22398361740846
7,week10,Brooke Burke,30.0,0,0.07035034748219565,92.96496525178044
7,week2,Brooke Burke,24.0,0,0.0034968372673028023,99.65031627326972
7,week3,Brooke Burke,28.0,0,0.012759555648754119,98.7240444351246
7,week4,Brooke Burke,26.0,0,0.014636028229594231,98.53639717704058
7,week5,Brooke Burke,29.0,0,0.013564080865380315,98.64359191346198
7,week6,Brooke Burke,26.0,0,0.0502992369369986,94.97007630630014
7,week7,Brooke Burke,30.0,0,0.06922736860749619,93.07726313925038
7,week8,Brooke Burke,27.5,0,0.040566165931291975,95.94338340687081
7,week9,Brooke Burke,24.5,0,0.11601351370744611,88.39864862925539
33,week1,Brooks Nader,18.0,0,0.3793231372867262,62.06768627132738
33,week2,Brooks Nader,20.0,0,0.15753523019935356,84.24647698006464
33,week3,Brooks Nader,30.5,0,0.099566693579912,90.0433306420088
33,week4,Brooks Nader,32.0,1,0.18931520321838693,81.06847967816131
10,week1,Buzz Aldrin,14.0,1,0.973659975133437,2.634002486656295
10,week2,Buzz Aldrin,12.0,0,0.6098487391897094,39.01512608102906
10,week3,Buzz Aldrin,13.0,1,0.8331420929917569,16.68579070082431
23,week1,Calvin Johnson Jr.,26.0,0,0.7608338701921524,23.916612980784755
23,week10,Calvin Johnson Jr.,28.0,0,0.310119337710875,68.98806622891249
