season,week,celebrity_name,week_total_score,is_eliminated,elimination_prob,predicted_fan_vote_score
2,week2,George Hamilton,22.0,0,0.08834685907717298,91.1653140922827
2,week3,George Hamilton,22.0,0,0.13738513333501906,86.26148666649809
2,week4,George Hamilton,21.0,0,0.5094826069976868,49.051739300231326
2,week5,George Hamilton,24.0,0,0.2168369149680677,78.31630850319323
2,week6,George Hamilton,23.0,1,0.6987749065291852,30.122509347081483
2,week1,Giselle Fernandez,23.0,0,0.015115670907827892,98.48843290921721
2,week2,Giselle Fernandez,24.0,0,0.027938823663386687,97.20611763366132
2,week3,Giselle Fernandez,22.0,1,0.07096786184347813,92.90321381565218
2,week1,Jerry Rice,21.0,0,0.056424581329228354,94.35754186707716
2,week2,Jerry Rice,23.0,0,0.010844056649311375,98.91559433506886
2,week3,Jerry Rice,19.0,0,0.15156478308762664,84.84352169123733
2,week4,Jerry Rice,24.0,0,0.38048313615536455,61.95168638446354
2,week5,Jerry Rice,23.0,0,0.3316737963160357,66.83262036839643
2,week6,Jerry Rice,23.0,0,0.5170783649766441,48.2921635023356
2,week7,Jerry Rice,20.5,0,0.27365021987728794,72.6349780122712
2,week8,Jerry Rice,26.6666,0,0.0017180199621381032,99.8281980037862
2,week1,Kenny Mayne,13.0,1,0.7413326124857997,25.866738751420026
2,week1,Lisa Rinna,19.0,0,0.25503903811912565,74.49609618808744
2,week2,Lisa Rinna,20.0,0,0.35680809893595095,64.3191901064049
2,week3,Lisa Rinna,25.0,0,0.02787618334517969,97.21238166548203
2,week4,Lisa Rinna,26.0,0,0.094379228522948,90.5620771477052
2,week5,Lisa Rinna,25.0,0,0.0048058063991540684,99.5194193600846
2,week6,Lisa Rinna,27.0,0,0.003010228862785365,99.69897711372147
2,week7,Lisa Rinna,26.5,1,0.44988274976452436,55.01172502354756
2,week1,Master P,12.0,0,0.7615397708128692,23.846022918713082
2,week2,Master P,16.0,0,0.7316484165870465,26.83515834129535
2,week3,Master P,14.0,0,0.827651874495701,17.2348125504299
2,week4,Master P,8.0,1,0.7494658463954408,25.053415360455922
2,week1,Stacy Keibler,22.0,0,0.002331763978667866,99.76682360213321
2,week2,Stacy Keibler,29.0,0,0.004602737147359772,99.53972628526402
2,week3,Stacy Keibler,27.0,0,0.0005229366872340785,99.94770633127659
2,week4,Stacy Keibler,26.0,0,0.021432505087094558,97.85674949129054
2,week5,Stacy Keibler,30.0,0,0.00012910694890235546,99.98708930510976
2,week6,Stacy Keibler,30.0,0,0.0021836101148501675,99.78163898851498
2,week7,Stacy Keibler,27.5,0,0.002130155608031452,99.78698443919686
2,week8,Stacy Keibler,28.6665,0,2.8222371353544742e-05,99.99717776286464
2,week1,Tatum O'Neal,23.0,0,0.015115670907827892,98.48843290921721
2,week2,Tatum O'Neal,17.0,1,0.7186724199191317,28.13275800808683
2,week1,Tia Carrere,20.0,0,0.013774323855368378,98.62256761446316
2,week2,Tia Carrere,22.0,0,0.046696157888558076,95.33038421114419
2,week3,Tia Carrere,26.0,0,0.01420001059623653,98.57999894037634
2,week4,Tia Carrere,25.0,0,0.07391294284569386,92.60870571543062
2,week5,Tia Carrere,22.0,1,0.3434547389094846,65.65452610905153
3,week1,Emmitt Smith,24.0,0,0.22115159068292403,77.8848409317076
3,week10,Emmitt Smith,29.6666,0,6.979976369673327e-05,99.99302002363034
3,week2,Emmitt Smith,24.0,0,0.00013422009608773908,99.98657799039123
3,week3,Emmitt Smith,19.0,0,0.032022763130776476,96.79772368692235
3,week4,Emmitt Smith,24.0,0,0.007785804031978333,99.22141959680216
3,week5,Emmitt Smith,27.0,0,0.0016529347523441633,99.83470652476558
3,week6,Emmitt Smith,25.0,0,0.006436102929312312,99.35638970706877
3,week7,Emmitt Smith,28.5,0,8.916231774616171e-05,99.99108376822538
3,week8,Emmitt Smith,27.0,0,0.0006212709038968894,99.93787290961032
3,week9,Emmitt Smith,29.5,0,0.00010570093684984322,99.98942990631502
3,week1,Harry Hamlin,17.0,1,0.9502813184412108,4.971868155878923
3,week2,Harry Hamlin,21.0,0,0.14764531958132998,85.23546804186701
3,week3,Harry Hamlin,22.0,1,0.05685254842178241,94.31474515782176
3,week1,Jerry Springer,16.0,1,0.9821173419568507,1.7882658043149258
3,week2,Jerry Springer,19.0,0,0.1194917761481725,88.05082238518274
3,week3,Jerry Springer,21.0,0,0.08580891086931351,91.41910891306864
3,week4,Jerry Springer,22.0,0,0.09342463656121067,90.65753634387893
3,week5,Jerry Springer,24.0,0,0.20585232728973507,79.4147672710265
3,week6,Jerry Springer,18.0,0,0.4672781694931951,53.27218305068049
3,week7,Jerry Springer,23.0,1,0.5501300820036259,44.98699179963741
3,week1,Joey Lawrence,21.0,1,0.8332592947051212,16.674070529487885
3,week2,Joey Lawrence,29.0,0,0.0574580355625905,94.25419644374095
3,week3,Joey Lawrence,22.0,0,0.02640995787931007,97.359004212069
3,week4,Joey Lawrence,27.0,0,0.016087843450908523,98.39121565490915
3,week5,Joey Lawrence,25.0,0,0.00814381986826926,99.18561801317307
3,week6,Joey Lawrence,24.0,0,0.005166384243559853,99.48336157564401
3,week7,Joey Lawrence,28.5,0,0.0037840318407353756,99.62159681592647
3,week8,Joey Lawrence,27.0,0,0.0056402145791984385,99.43597854208016
3,week9,Joey Lawrence,29.5,0,0.0009494047059282846,99.90505952940717
3,week1,Mario Lopez,26.0,0,0.34819488770513585,65.18051122948641
3,week10,Mario Lopez,29.6666,0,0.0004997684442159888,99.9500231555784
3,week2,Mario Lopez,21.0,0,0.016877217354681225,98.31227826453188
3,week3,Mario Lopez,22.0,0,0.007338010810705777,99.26619891892943
3,week4,Mario Lopez,29.0,0,0.00947027668812093,99.0529723311879
3,week5,Mario Lopez,27.0,0,0.0008306025870235474,99.91693974129765
3,week6,Mario Lopez,28.0,0,0.0002441590551698721,99.97558409448301
3,week7,Mario Lopez,28.0,0,0.0004422891252973103,99.95577108747027
3,week8,Mario Lopez,28.5,0,0.0002117824294321762,99.97882175705678
3,week9,Mario Lopez,29.5,0,0.00017519551240375474,99.98248044875963
3,week1,Monique Coleman,19.0,1,0.4240062572137516,57.599374278624836
3,week2,Monique Coleman,26.0,0,0.0024482358993817045,99.75517641006184
3,week3,Monique Coleman,27.0,0,0.009036048729115237,99.09639512708847
3,week4,Monique Coleman,24.0,0,0.007283652973854245,99.27163470261458
3,week5,Monique Coleman,27.0,0,0.0074140786846164765,99.25859213153835
3,week6,Monique Coleman,23.0,0,0.032459622002638445,96.75403779973615
3,week7,Monique Coleman,27.0,0,0.0016630925017746296,99.83369074982254
3,week8,Monique Coleman,26.5,1,0.1945200650493391,80.5479934950661
3,week1,Sara Evans,15.0,1,0.9751718123382203,2.4828187661779744
3,week2,Sara Evans,21.0,0,0.11013906813762514,88.9860931862375
3,week3,Sara Evans,25.0,0,0.0007696241429661236,99.92303758570338
3,week4,Sara Evans,20.0,0,0.5264765110523962,47.352348894760375
3,week5,Sara Evans,24.0,1,0.24172851324313938,75.82714867568606
3,week1,Shanna Moakler,18.0,1,0.9967060163794406,0.32939836205594375
3,week2,Shanna Moakler,22.0,1,0.7677793583371396,23.22206416628604
3,week1,Tucker Carlson,12.0,1,0.9800668836770926,1.9933116322907396
3,week1,Vivica A. Fox,22.0,1,0.9664500380506225,3.354996194937754
3,week2,Vivica A. Fox,24.0,0,0.011170152198554112,98.8829847801446
3,week3,Vivica A. Fox,27.0,0,0.010721898656235448,98.92781013437646
3,week4,Vivica A. Fox,24.0,1,0.0342447905692909,96.57552094307091
3,week1,Willa Ford,22.0,1,0.8563325284759551,14.366747152404491
3,week2,Willa Ford,23.0,0,0.0014093658404650438,99.8590634159535
3,week3,Willa Ford,22.0,0,0.0339206761614789,96.60793238385212
3,week4,Willa Ford,28.0,0,0.0006125406339641486,99.9387459366036
3,week5,Willa Ford,27.0,1,0.0074140786846164765,99.25859213153835
4,week1,Apolo Anton Ohno,21.0,0,0.42413595512719343,57.58640448728065
4,week10,Apolo Anton Ohno,29.3332,0,6.765320159448128e-06,99.99932346798406
4,week2,Apolo Anton Ohno,26.0,0,0.0010717710219874743,99.89282289780125
4,week3,Apolo Anton Ohno,23.0,0,0.0006809639782948166,99.93190360217051
4,week4,Apolo Anton Ohno,26.0,0,0.00016660349777420828,99.98333965022258
4,week5,Apolo Anton Ohno,30.0,0,0.00044972157834502794,99.9550278421655
4,week6,Apolo Anton Ohno,28.0,0,0.0002909249039607159,99.97090750960392
4,week7,Apolo Anton Ohno,27.0,0,1.1132449028616669e-05,99.99888675509713
4,week8,Apolo Anton Ohno,29.0,0,0.0005179163140987323,99.94820836859013
4,week9,Apolo Anton Ohno,29.5,0,1.144173707489455e-05,99.99885582629251
4,week1,Billy Ray Cyrus,13.0,1,0.9612239531754543,3.877604682454572
4,week2,Billy Ray Cyrus,21.0,0,0.12116217934527163,87.88378206547284
4,week3,Billy Ray Cyrus,21.0,0,0.12311169603877005,87.688830396123
4,week4,Billy Ray Cyrus,21.0,0,0.12791081325177137,87.20891867482287
4,week5,Billy Ray Cyrus,17.0,0,0.28314938839444787,71.68506116055522
4,week6,Billy Ray Cyrus,21.0,0,0.2614844711138235,73.85155288861765
4,week7,Billy Ray Cyrus,19.0,0,0.624944183226928,37.5055816773072
4,week8,Billy Ray Cyrus,19.0,1,0.8232278983931582,17.677210160684176
4,week1,Clyde Drexler,16.0,1,0.9615986041834532,3.840139581654678
4,week2,Clyde Drexler,18.0,0,0.45248804779400803,54.75119522059919
4,week3,Clyde Drexler,16.0,0,0.6324070322961949,36.75929677038051
4,week4,Clyde Drexler,15.0,0,0.46692655447797876,53.30734455220212
4,week5,Clyde Drexler,13.0,1,0.7589306244027991,24.106937559720087
4,week1,Heather Mills,18.0,1,0.9828901746264508,1.7109825373549215
4,week2,Heather Mills,24.0,0,0.045159736608213895,95.48402633917861
4,week3,Heather Mills,24.0,0,0.05842742760832242,94.15725723916776
4,week4,Heather Mills,23.0,0,0.03582933331915621,96.41706666808439
4,week5,Heather Mills,21.0,0,0.24440936304651018,75.55906369534898
4,week6,Heather Mills,23.0,1,0.742099389772214,25.7900610227786
4,week1,Ian Ziering,21.0,1,0.948717693635259,5.128230636474096
4,week2,Ian Ziering,22.0,0,0.06020559351739813,93.97944064826018
4,week3,Ian Ziering,24.0,0,0.05556192370023535,94.44380762997646
4,week4,Ian Ziering,24.0,0,0.02321845495004026,97.67815450499597
4,week5,Ian Ziering,24.0,0,0.012208803876965874,98.77911961230342
4,week6,Ian Ziering,24.0,0,0.2132448221836757,78.67551778163244
4,week7,Ian Ziering,27.0,0,0.003952516448029172,99.60474835519707
4,week8,Ian Ziering,23.5,0,0.8643050704021656,13.569492959783435
4,week9,Ian Ziering,29.0,0,0.0018442132557176557,99.81557867442822
4,week1,Joey Fatone,24.0,0,0.12837003276104936,87.16299672389508
4,week10,Joey Fatone,28.6665,0,2.378745255596801e-05,99.9976212547444
4,week2,Joey Fatone,24.0,0,0.0017465355639053833,99.82534644360946
4,week3,Joey Fatone,24.0,0,0.007316037853780449,99.26839621462196
4,week4,Joey Fatone,28.0,0,0.0009062801625541699,99.90937198374459
4,week5,Joey Fatone,25.0,0,0.00163702099408403,99.8362979005916
4,week6,Joey Fatone,27.0,0,0.0009661133109522496,99.90338866890478
4,week7,Joey Fatone,29.5,0,0.00041301233731094207,99.95869876626891
4,week8,Joey Fatone,27.5,0,0.004592517266234196,99.54074827337658
4,week9,Joey Fatone,30.0,0,7.15110095741447e-05,99.99284889904258
4,week1,John Ratzenberger,17.0,1,0.9005331824143905,9.946681758560949
4,week2,John Ratzenberger,21.0,0,0.07739303216298685,92.2606967837013
4,week3,John Ratzenberger,20.0,0,0.021916297364162906,97.80837026358371
4,week4,John Ratzenberger,16.0,0,0.5679835825116567,43.20164174883433
4,week5,John Ratzenberger,18.0,0,0.1066076758930958,89.33923241069041
4,week6,John Ratzenberger,19.0,0,0.7550102279723347,24.498977202766525
4,week7,John Ratzenberger,22.5,1,0.29565089246559495,70.4349107534405
4,week1,Laila Ali,23.0,0,0.12106339743904349,87.89366025609566
4,week10,Laila Ali,28.3332,0,8.427418455592032e-05,99.9915725815444
4,week2,Laila Ali,27.0,0,0.0010931874910062285,99.89068125089938
4,week3,Laila Ali,21.0,0,0.022083197502464676,97.79168024975353
4,week4,Laila Ali,21.0,0,0.007350730439674177,99.26492695603258
4,week5,Laila Ali,28.0,0,0.0028768964993277388,99.71231035006723
4,week6,Laila Ali,28.0,0,0.01064228180169402,98.93577181983059
4,week7,Laila Ali,29.5,0,0.0001793416579763435,99.98206583420236
4,week8,Laila Ali,26.5,0,0.35892084896508253,64.10791510349173
4,week9,Laila Ali,30.0,0,3.1046105394852195e-05,99.99689538946052
4,week1,Leeza Gibbons,15.0,1,0.9500585673255819,4.9941432674418085
4,week2,Leeza Gibbons,21.0,0,0.094425688351771,90.5574311648229
4,week3,Leeza Gibbons,24.0,0,0.09450130299766571,90.54986970023343
4,week4,Leeza Gibbons,16.0,1,0.43755246379318624,56.24475362068138
4,week1,Paulina Porizkova,19.0,1,0.9792076301361403,2.0792369863859683
4,week2,Paulina Porizkova,21.0,1,0.5705180056121335,42.94819943878665
4,week1,Shandi Finnessey,19.0,1,0.8102058902249971,18.979410977500287
4,week2,Shandi Finnessey,20.0,0,0.017588564534216956,98.2411435465783
4,week3,Shandi Finnessey,21.0,1,0.10698647570285515,89.30135242971448
5,week1,Albert Reed,21.0,1,0.9844766511070473,1.5523348892952704
5,week2,Albert Reed,21.0,1,0.8123162146317894,18.76837853682106
5,week1,Cameron Mathison,21.0,1,0.8469528782841433,15.304712171585667
5,week2,Cameron Mathison,21.0,0,0.27413674875669003,72.586325124331
5,week3,Cameron Mathison,23.0,0,0.029512361714556637,97.04876382854434
5,week4,Cameron Mathison,27.0,0,0.0315396270011415,96.84603729988585
5,week5,Cameron Mathison,26.0,0,0.012959455616071654,98.70405443839283
5,week6,Cameron Mathison,25.0,0,0.12290610190231445,87.70938980976855
5,week7,Cameron Mathison,25.5,0,0.27232110445288626,72.76788955471137
5,week8,Cameron Mathison,25.5,1,0.2126414263452025,78.73585736547975
5,week1,Floyd Mayweather Jr. ,18.0,1,0.9902019269795116,0.9798073020488407
5,week2,Floyd Mayweather Jr. ,21.0,0,0.33509331204786225,66.49066879521376
5,week3,Floyd Mayweather Jr. ,21.0,0,0.42418227371993583,57.58177262800641
5,week4,Floyd Mayweather Jr. ,23.0,1,0.7619540501092728,23.804594989072726
5,week1,Helio Castroneves,25.0,0,0.0775000077224707,92.24999922775294
5,week10,Helio Castroneves,27.9999,0,0.001002365901078905,99.8997634098921
5,week2,Helio Castroneves,27.0,0,0.0005610912283673641,99.94389087716327
5,week3,Helio Castroneves,24.0,0,0.001565043345241733,99.84349566547583
5,week4,Helio Castroneves,27.0,0,0.0009790567490802736,99.90209432509197
5,week5,Helio Castroneves,23.0,0,0.005784657418402086,99.4215342581598
5,week6,Helio Castroneves,28.0,0,0.008679173005888422,99.13208269941116
5,week7,Helio Castroneves,26.0,0,0.008268197545179998,99.173180245482
5,week8,Helio Castroneves,28.5,0,0.0005241800561965602,99.94758199438034
5,week9,Helio Castroneves,30.0,0,6.791241354228405e-06,99.99932087586457
5,week1,Jane Seymour,24.0,1,0.6740880795543508,32.59119204456492
5,week2,Jane Seymour,21.0,0,0.04988146652440099,95.0118533475599
5,week3,Jane Seymour,27.0,0,0.02619237275843942,97.38076272415606
5,week4,Jane Seymour,26.0,0,0.007130141847624863,99.28698581523751
5,week5,Jane Seymour,26.0,0,0.016685903366888074,98.33140966331119
5,week6,Jane Seymour,22.0,0,0.783275823484794,21.672417651520604
5,week7,Jane Seymour,25.0,1,0.372593752851586,62.740624714841395
5,week1,Jennie Garth,21.0,1,0.7952043561499699,20.479564385003012
5,week2,Jennie Garth,21.0,0,0.20948255431355098,79.05174456864489
5,week3,Jennie Garth,26.0,0,0.0010155186714427317,99.89844813285572
5,week4,Jennie Garth,27.0,0,0.0032927446915041562,99.67072553084958
5,week5,Jennie Garth,25.0,0,0.039819025589789364,96.01809744102107
5,week6,Jennie Garth,27.0,0,0.0019042943708672357,99.80957056291328
5,week7,Jennie Garth,26.5,0,0.014691980103012111,98.53080198969879
5,week8,Jennie Garth,25.0,0,0.26888549617414126,73.11145038258587
5,week9,Jennie Garth,29.0,0,3.615590441428674e-05,99.99638440955857
5,week1,Josie Maran,16.0,1,0.9802964721262213,1.9703527873778715
5,week1,Marie Osmond,21.0,0,0.7765637349172432,22.343626508275683
5,week10,Marie Osmond,23.0,0,0.08004636999990812,91.99536300000919
5,week2,Marie Osmond,24.0,0,0.005356301725039067,99.46436982749609
5,week3,Marie Osmond,26.0,0,0.0018917215550074279,99.81082784449926
5,week4,Marie Osmond,26.0,0,0.0009173537284385679,99.90826462715614
5,week5,Marie Osmond,21.0,0,0.12284389235074454,87.71561076492554
5,week6,Marie Osmond,23.0,0,0.6058303412323662,39.41696587676338
5,week7,Marie Osmond,26.0,0,0.0019851839221110947,99.80148160778889
5,week8,Marie Osmond,24.5,0,0.23926864373781198,76.0731356262188
5,week9,Marie Osmond,28.0,0,7.436043503022747e-05,99.99256395649698
5,week1,Mark Cuban,21.0,1,0.7765637349172432,22.343626508275683
5,week2,Mark Cuban,18.0,0,0.2927887759683695,70.72112240316305
5,week3,Mark Cuban,20.0,0,0.030688616335970174,96.93113836640298
5,week4,Mark Cuban,22.0,0,0.09116278893553599,90.8837211064464
5,week5,Mark Cuban,21.0,1,0.6644752899461025,33.55247100538975
5,week1,Mel B,24.0,0,0.419025693075976,58.097430692402405
5,week10,Mel B,28.3332,0,2.9196256364108957e-05,99.99708037436359
5,week2,Mel B,23.0,0,0.004677564785278468,99.53224352147215
5,week3,Mel B,27.0,0,0.00026099380948812844,99.9739006190512
5,week4,Mel B,26.0,0,0.0007623270591803473,99.92376729408197
5,week5,Mel B,29.0,0,0.0004047884241882872,99.95952115758116
5,week6,Mel B,30.0,0,0.0018595156491906556,99.81404843508093
5,week7,Mel B,27.0,0,1.5711747900086205e-05,99.99842882521
5,week8,Mel B,28.0,0,0.0007133985131468154,99.92866014868532
5,week9,Mel B,30.0,0,6.791241354228405e-06,99.99932087586457
5,week1,Sabrina Bryan,26.0,1,0.1827324166419293,81.72675833580708
5,week2,Sabrina Bryan,26.0,0,0.006154363982225908,99.38456360177742
5,week3,Sabrina Bryan,27.0,0,0.006199137906028742,99.38008620939712
5,week4,Sabrina Bryan,30.0,0,0.004038875546028601,99.59611244539714
5,week5,Sabrina Bryan,28.0,0,0.001956935786795993,99.8043064213204
5,week6,Sabrina Bryan,25.0,1,0.19640030884091453,80.35996911590854
5,week1,Wayne Newton,19.0,1,0.759810056372971,24.018994362702895
5,week2,Wayne Newton,15.0,0,0.46195834151284304,53.8041658487157
5,week3,Wayne Newton,18.0,1,0.7383629056002501,26.16370943997499
6,week1,Adam Carolla,15.0,1,0.9812497350869589,1.8750264913041104
6,week2,Adam Carolla,19.0,0,0.12441859993599477,87.55814000640052
6,week3,Adam Carolla,21.0,0,0.15656629118955967,84.34337088104404
6,week4,Adam Carolla,19.0,1,0.3110847857581177,68.89152142418823
6,week1,Cristian de la Fuente,21.0,0,0.8856077302360088,11.43922697639912
6,week10,Cristian de la Fuente,26.0,0,0.006455890135565983,99.3544109864434
6,week2,Cristian de la Fuente,20.0,0,0.022820003217881444,97.71799967821185
6,week3,Cristian de la Fuente,25.0,0,0.0005136851613165564,99.94863148386834
6,week4,Cristian de la Fuente,26.0,0,0.0007583536836631965,99.92416463163369
6,week5,Cristian de la Fuente,23.0,0,0.08103262620294464,91.89673737970554
6,week6,Cristian de la Fuente,27.0,0,0.005224245897645301,99.47757541023547
6,week7,Cristian de la Fuente,23.0,0,0.2814022433818502,71.85977566181498
6,week8,Cristian de la Fuente,28.5,0,0.0030140711938795406,99.69859288061204
6,week9,Cristian de la Fuente,28.0,0,9.320876881098702e-06,99.99906791231189
6,week1,Jason Taylor,22.0,0,0.19819112161402205,80.1808878385978
6,week10,Jason Taylor,28.5,0,5.412335852798635e-05,99.9945876641472
6,week2,Jason Taylor,27.0,0,0.0008765719058380214,99.9123428094162
6,week3,Jason Taylor,23.0,0,0.0013760493077932339,99.86239506922068
6,week4,Jason Taylor,29.0,0,0.00021942546314143003,99.97805745368585
6,week5,Jason Taylor,27.0,0,0.0009182190315236531,99.90817809684764
6,week6,Jason Taylor,24.0,0,0.019257827945708295,98.07421720542916
6,week7,Jason Taylor,27.5,0,0.00028633150079684417,99.97136684992032
6,week8,Jason Taylor,26.0,0,0.12167099282614531,87.83290071738547
6,week9,Jason Taylor,27.5,0,8.993405006794993e-05,99.99100659499321
6,week1,Kristi Yamaguchi,27.0,0,0.02181357797172074,97.81864220282792
6,week10,Kristi Yamaguchi,30.0,0,3.9135164436590874e-05,99.99608648355634
6,week2,Kristi Yamaguchi,27.0,0,0.0006903579481701252,99.93096420518299
6,week3,Kristi Yamaguchi,27.0,0,0.0003353899104585008,99.96646100895416
6,week4,Kristi Yamaguchi,29.0,0,0.00017278782143633048,99.98272121785637
6,week5,Kristi Yamaguchi,29.0,0,0.001292985714483302,99.87070142855167
6,week6,Kristi Yamaguchi,30.0,0,0.0059208063898809485,99.4079193610119
6,week7,Kristi Yamaguchi,27.0,0,0.0003198827118263793,99.96801172881736
6,week8,Kristi Yamaguchi,27.5,0,0.0013854526309805132,99.86145473690195
6,week9,Kristi Yamaguchi,28.5,0,8.925992391972388e-06,99.9991074007608
6,week1,Mario,24.0,1,0.5469083312113203,45.30916687886797
6,week2,Mario,26.0,0,0.004231184565444114,99.57688154345558
6,week3,Mario,21.0,0,0.038868857301441094,96.1131142698559
6,week4,Mario,24.0,0,0.028642708423723625,97.13572915762764
6,week5,Mario,27.0,0,0.0024582405774708407,99.75417594225291
6,week6,Mario,28.0,0,0.008823955998370695,99.11760440016293
6,week7,Mario,25.5,0,0.30356475956279333,69.64352404372067
6,week8,Mario,26.5,1,0.1896926585790569,81.0307341420943
6,week1,Marissa Jaret Winokur,18.0,1,0.9311607783512529,6.883922164874711
6,week2,Marissa Jaret Winokur,21.0,0,0.07009731284362997,92.990268715637
6,week3,Marissa Jaret Winokur,19.0,0,0.01945281895607673,98.05471810439232
6,week4,Marissa Jaret Winokur,24.0,0,0.09196859818835873,90.80314018116414
6,week5,Marissa Jaret Winokur,24.0,0,0.0143130254503107,98.56869745496894
6,week6,Marissa Jaret Winokur,26.0,0,0.04747702492255792,95.25229750774422
6,week7,Marissa Jaret Winokur,26.0,0,0.0010222104355325837,99.89777895644674
6,week8,Marissa Jaret Winokur,25.0,0,0.31951613576641796,68.0483864233582
6,week9,Marissa Jaret Winokur,26.0,0,0.0020585231803612616,99.79414768196388
6,week1,Marlee Matlin,22.0,1,0.7794547263386167,22.05452736613833
6,week2,Marlee Matlin,24.0,0,0.19366888295181178,80.63311170481882
6,week3,Marlee Matlin,21.0,0,0.1754719062120284,82.45280937879716
6,week4,Marlee Matlin,24.0,0,0.13432931523043926,86.56706847695608
6,week5,Marlee Matlin,22.0,0,0.059849808945222634,94.01501910547773
6,week6,Marlee Matlin,21.0,1,0.7204740634265859,27.952593657341406
6,week1,Monica Seles,15.0,1,0.9821054020933928,1.789459790660719
6,week2,Monica Seles,15.0,1,0.5027554108865815,49.72445891134185
6,week1,Penn Jillette,16.0,1,0.9794201563416668,2.057984365833321
6,week2,Penn Jillette,17.0,1,0.6937162663388861,30.628373366111393
6,week1,Priscilla Presley,24.0,1,0.9562581387384865,4.374186126151347
6,week2,Priscilla Presley,21.0,0,0.024400878932670723,97.55991210673292
6,week3,Priscilla Presley,26.0,0,0.00040371183806389526,99.95962881619361
6,week4,Priscilla Presley,22.0,0,0.04826976105371715,95.17302389462829
6,week5,Priscilla Presley,21.0,1,0.3428858424548004,65.71141575451995
6,week1,Shannon Elizabeth,21.0,1,0.8856077302360088,11.43922697639912
6,week2,Shannon Elizabeth,24.0,0,0.025599033529681826,97.44009664703182
6,week3,Shannon Elizabeth,24.0,0,0.0025906863058282673,99.74093136941717
6,week4,Shannon Elizabeth,28.0,0,0.005161743821512241,99.48382561784878
6,week5,Shannon Elizabeth,23.0,0,0.23181184953794726,76.81881504620527
6,week6,Shannon Elizabeth,24.0,0,0.2524729300645614,74.75270699354385
6,week7,Shannon Elizabeth,25.5,1,0.0941232414302472,90.58767585697528
6,week1,Steve Guttenberg,18.0,1,0.931841352457914,6.815864754208601
6,week2,Steve Guttenberg,16.0,0,0.4908612955653157,50.913870443468426
6,week3,Steve Guttenberg,21.0,1,0.12311169603877005,87.688830396123
7,week1,Brooke Burke,24.5,0,0.14321358847450555,85.67864115254945
7,week10,Brooke Burke,30.0,0,0.0002761945782705768,99.97238054217294
7,week2,Brooke Burke,24.0,0,0.009527344149785873,99.04726558502142
7,week3,Brooke Burke,28.0,0,0.003542055321574379,99.64579446784256
7,week4,Brooke Burke,26.0,0,0.0012516097011061773,99.87483902988939
7,week5,Brooke Burke,29.0,0,0.006727377866336043,99.3272622133664
7,week6,Brooke Burke,26.0,0,0.015078084447810112,98.492191555219
7,week7,Brooke Burke,30.0,0,0.0001283729697289296,99.98716270302711
